time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
3.88;videos/cuts_test/50wtf16.mp4;fallen;(708.0, 465.5);(718.0, 478.0);(721.5, 455.5);(710.0, 478.75);(719.0, 431.0);(654.5, 473.0);(673.0, 401.0);(578.0, 461.5);(614.5, 365.5);(580.5, 433.0);(603.0, 402.75);(532.5, 444.25);(544.0, 403.5);(449.5, 451.25);(455.0, 430.5);(427.5, 425.5);(420.5, 419.0)
0.0;videos/cuts_test/50wtf28.mp4;walk;(491.25, 103.88);(495.5, 97.75);(482.0, 98.0);(499.0, 106.88);(464.5, 107.12);(515.5, 158.0);(443.5, 158.62);(527.0, 217.5);(431.25, 217.88);(517.5, 266.25);(435.25, 269.5);(502.0, 270.75);(455.75, 270.75);(500.5, 356.25);(459.5, 355.75);(498.0, 433.5);(465.75, 435.0)
0.04;videos/cuts_test/50wtf28.mp4;walk;(491.5, 104.25);(496.0, 98.12);(482.25, 98.12);(499.5, 107.25);(465.0, 107.12);(516.0, 158.5);(443.5, 158.5);(527.0, 218.0);(431.0, 217.5);(517.5, 266.25);(435.0, 269.25);(501.5, 270.75);(455.5, 270.75);(500.5, 356.25);(459.25, 355.5);(498.0, 433.5);(465.75, 434.75)
0.08;videos/cuts_test/50wtf28.mp4;walk;(492.0, 104.62);(496.5, 98.38);(482.75, 98.5);(500.0, 107.25);(465.25, 107.25);(516.0, 158.75);(443.75, 158.5);(527.0, 218.25);(430.75, 217.38);(517.5, 266.5);(434.75, 269.25);(501.5, 271.0);(455.25, 271.0);(500.25, 356.5);(459.25, 355.5);(498.0, 433.5);(465.75, 434.5)
0.13;videos/cuts_test/50wtf28.mp4;walk;(492.5, 105.25);(497.0, 99.0);(483.5, 99.12);(500.75, 107.62);(465.5, 107.62);(516.0, 159.25);(444.0, 158.75);(527.0, 218.62);(430.75, 217.12);(517.5, 266.5);(434.0, 269.0);(501.0, 271.25);(455.0, 271.0);(500.0, 356.5);(458.75, 355.5);(498.0, 434.0);(465.5, 434.5)
0.17;videos/cuts_test/50wtf28.mp4;walk;(493.0, 106.0);(497.5, 99.75);(484.0, 99.75);(501.0, 108.38);(466.25, 108.12);(516.5, 159.88);(444.0, 158.88);(527.0, 219.25);(430.5, 217.12);(517.5, 266.75);(433.5, 269.0);(500.75, 271.5);(454.5, 271.0);(499.75, 356.5);(458.25, 355.5);(498.0, 433.75);(465.75, 434.0)
0.21;videos/cuts_test/50wtf28.mp4;walk;(493.25, 106.88);(498.0, 100.5);(484.5, 100.62);(501.75, 109.0);(466.75, 108.5);(516.5, 160.75);(444.0, 159.0);(526.5, 220.25);(430.5, 216.75);(517.0, 267.5);(432.25, 268.5);(500.0, 271.25);(453.5, 270.75);(499.25, 356.5);(457.75, 355.5);(498.0, 433.5);(465.5, 433.5)
0.25;videos/cuts_test/50wtf28.mp4;walk;(493.75, 107.62);(498.5, 101.38);(485.0, 101.38);(502.0, 109.5);(467.5, 109.12);(517.0, 161.75);(444.25, 159.25);(526.5, 220.75);(430.0, 217.12);(517.0, 267.75);(431.5, 268.5);(499.25, 271.5);(453.0, 270.75);(499.0, 356.5);(457.0, 355.5);(497.75, 433.5);(465.5, 433.5)
0.29;videos/cuts_test/50wtf28.mp4;walk;(494.5, 108.38);(499.0, 102.0);(485.5, 102.25);(502.5, 109.88);(468.5, 110.12);(517.0, 162.75);(444.75, 159.5);(526.0, 221.38);(429.75, 216.5);(517.0, 268.25);(430.5, 268.0);(498.5, 271.75);(452.25, 270.75);(498.25, 356.25);(456.5, 355.25);(497.5, 433.5);(465.5, 433.5)
0.33;videos/cuts_test/50wtf28.mp4;walk;(495.5, 109.0);(499.75, 102.62);(486.75, 103.12);(503.5, 110.38);(469.75, 111.5);(517.5, 164.75);(445.5, 160.5);(526.0, 222.88);(429.0, 216.5);(517.0, 269.75);(429.0, 267.75);(497.5, 273.0);(450.75, 271.75);(498.0, 357.0);(455.75, 356.5);(497.0, 433.75);(465.75, 434.0)
0.38;videos/cuts_test/50wtf28.mp4;walk;(496.75, 110.75);(501.0, 104.25);(487.75, 105.0);(505.0, 112.25);(471.0, 113.25);(518.0, 166.25);(446.0, 160.5);(525.5, 224.5);(428.25, 216.25);(517.0, 270.75);(427.5, 266.5);(496.0, 273.25);(449.25, 271.5);(497.5, 357.0);(455.5, 356.25);(496.75, 433.75);(465.5, 433.5)
0.42;videos/cuts_test/50wtf28.mp4;walk;(497.75, 112.12);(502.25, 105.62);(488.75, 106.38);(506.0, 113.25);(472.25, 114.62);(518.0, 168.0);(446.5, 160.75);(525.0, 226.25);(427.5, 216.0);(517.0, 271.75);(425.5, 266.25);(494.0, 273.75);(447.75, 271.75);(496.25, 356.5);(455.0, 356.75);(496.25, 433.5);(465.25, 433.25)
0.46;videos/cuts_test/50wtf28.mp4;walk;(499.0, 114.0);(503.0, 107.5);(489.75, 108.12);(506.25, 114.5);(473.0, 116.0);(517.0, 169.38);(446.75, 160.75);(524.5, 228.25);(426.75, 215.62);(516.0, 273.5);(424.0, 265.5);(492.25, 274.25);(446.5, 271.75);(495.0, 356.75);(453.75, 356.5);(496.5, 433.5);(465.0, 432.5)
0.5;videos/cuts_test/50wtf28.mp4;walk;(499.75, 116.5);(504.0, 110.12);(491.0, 110.38);(507.0, 117.25);(474.0, 118.38);(517.0, 172.0);(447.0, 161.5);(523.5, 230.5);(425.75, 215.5);(515.5, 277.0);(422.25, 265.25);(490.0, 274.75);(444.75, 272.0);(493.5, 357.25);(452.75, 356.75);(495.75, 433.5);(464.5, 432.5)
0.54;videos/cuts_test/50wtf28.mp4;walk;(500.5, 118.5);(505.0, 112.0);(491.75, 112.62);(508.25, 118.88);(475.5, 120.75);(517.0, 174.5);(447.5, 162.0);(523.0, 233.0);(425.0, 214.62);(515.0, 280.25);(420.0, 264.75);(488.0, 275.25);(443.0, 272.0);(492.0, 358.25);(452.0, 357.75);(495.5, 433.75);(464.25, 433.0)
0.58;videos/cuts_test/50wtf28.mp4;walk;(501.25, 121.5);(505.5, 115.0);(492.5, 115.5);(508.75, 121.5);(476.5, 122.75);(516.0, 177.5);(447.75, 162.5);(522.0, 236.75);(423.75, 214.12);(514.5, 285.0);(417.0, 263.5);(484.75, 275.25);(440.5, 271.5);(490.5, 358.75);(451.25, 358.25);(495.0, 434.0);(463.75, 433.25)
0.63;videos/cuts_test/50wtf28.mp4;walk;(502.0, 124.62);(506.0, 117.75);(493.0, 118.5);(509.5, 123.25);(477.0, 124.62);(515.5, 180.25);(447.75, 163.25);(521.0, 240.12);(422.5, 214.0);(514.5, 288.5);(414.5, 263.0);(482.0, 275.5);(437.75, 271.25);(488.25, 360.25);(449.25, 359.5);(494.5, 434.5);(463.5, 433.5)
0.67;videos/cuts_test/50wtf28.mp4;walk;(502.5, 127.75);(506.5, 120.62);(493.25, 121.5);(510.0, 125.5);(477.25, 127.38);(514.5, 182.88);(447.5, 164.0);(520.0, 242.75);(420.75, 213.88);(514.0, 291.75);(412.25, 261.5);(478.5, 274.25);(434.25, 269.5);(487.0, 359.75);(447.5, 359.5);(493.75, 434.5);(463.0, 433.5)
0.71;videos/cuts_test/50wtf28.mp4;walk;(502.5, 130.25);(506.75, 123.12);(493.5, 124.0);(510.0, 128.0);(478.0, 129.75);(514.0, 185.5);(447.25, 165.0);(519.0, 245.5);(419.25, 214.5);(513.5, 295.0);(410.0, 261.75);(476.5, 275.0);(431.75, 270.25);(485.25, 361.0);(444.5, 360.75);(492.75, 434.25);(463.0, 434.5)
0.75;videos/cuts_test/50wtf28.mp4;walk;(502.0, 132.75);(506.5, 125.5);(493.25, 126.25);(510.0, 129.75);(478.0, 131.12);(513.0, 187.88);(446.75, 165.75);(518.0, 248.62);(417.75, 215.12);(513.5, 299.0);(407.75, 262.0);(473.75, 276.5);(429.0, 271.5);(482.75, 363.0);(442.0, 363.5);(491.5, 434.5);(462.25, 436.25)
0.79;videos/cuts_test/50wtf28.mp4;walk;(501.75, 135.0);(506.25, 127.75);(492.75, 128.5);(509.75, 132.0);(477.0, 133.38);(512.0, 190.0);(446.0, 167.75);(517.5, 251.0);(416.25, 216.0);(513.0, 303.25);(405.5, 263.25);(471.5, 278.5);(427.25, 273.5);(480.25, 363.25);(439.5, 365.25);(490.5, 434.75);(461.5, 437.0)
0.83;videos/cuts_test/50wtf28.mp4;fall;(501.0, 137.25);(505.5, 130.25);(492.0, 130.75);(509.0, 135.25);(476.5, 136.62);(511.25, 193.12);(444.75, 170.25);(516.0, 253.62);(415.25, 217.88);(511.5, 307.25);(403.25, 265.25);(468.75, 281.75);(424.75, 276.75);(474.0, 365.75);(436.25, 368.5);(488.75, 432.5);(461.5, 437.25)
0.88;videos/cuts_test/50wtf28.mp4;fall;(499.75, 140.0);(504.5, 132.75);(490.75, 133.25);(508.0, 137.5);(474.75, 138.75);(510.25, 196.12);(443.0, 173.0);(514.0, 256.5);(414.75, 219.62);(510.25, 309.5);(401.0, 267.0);(467.25, 285.0);(422.5, 280.0);(470.25, 368.5);(432.5, 372.0);(487.5, 430.0);(460.5, 437.0)
0.92;videos/cuts_test/50wtf28.mp4;fall;(497.5, 143.5);(502.5, 136.25);(488.75, 136.88);(507.25, 140.0);(472.0, 141.25);(511.0, 198.0);(440.5, 177.88);(513.0, 259.0);(412.25, 224.62);(509.5, 312.0);(398.5, 271.5);(464.5, 288.0);(420.75, 282.75);(467.0, 368.0);(428.0, 373.0);(488.5, 428.5);(458.0, 435.5)
0.96;videos/cuts_test/50wtf28.mp4;fall;(495.0, 147.25);(500.25, 140.0);(486.5, 140.5);(505.0, 144.0);(469.75, 144.88);(509.5, 201.25);(438.75, 182.5);(511.5, 261.5);(410.5, 230.25);(507.75, 314.5);(396.0, 277.0);(462.0, 293.75);(418.5, 288.25);(462.0, 375.5);(423.25, 378.75);(486.5, 427.5);(455.5, 437.0)
1.0;videos/cuts_test/50wtf28.mp4;fall;(492.5, 151.38);(497.75, 144.25);(484.0, 144.5);(502.5, 147.75);(467.5, 147.88);(507.75, 204.75);(436.5, 187.88);(510.0, 264.5);(408.5, 235.75);(505.5, 317.75);(394.0, 282.0);(458.0, 298.75);(416.0, 293.0);(448.25, 382.0);(419.5, 382.5);(479.5, 430.0);(462.25, 430.5)
1.04;videos/cuts_test/50wtf28.mp4;fall;(490.75, 155.75);(495.75, 148.5);(482.0, 149.0);(500.5, 152.0);(465.25, 153.25);(506.25, 208.62);(435.0, 194.38);(509.0, 267.0);(407.5, 244.0);(504.25, 319.5);(392.25, 289.75);(457.5, 302.0);(414.5, 296.75);(448.0, 384.0);(409.75, 382.75);(484.5, 427.75);(456.0, 432.25)
1.08;videos/cuts_test/50wtf28.mp4;fall;(489.25, 160.62);(494.25, 153.5);(481.0, 153.88);(498.75, 157.62);(463.5, 158.38);(505.0, 212.5);(434.0, 200.25);(508.25, 272.25);(407.5, 250.88);(501.5, 326.5);(391.5, 296.25);(456.75, 305.0);(414.0, 300.25);(442.0, 386.5);(407.75, 385.25);(485.25, 428.5);(451.5, 441.0)
1.13;videos/cuts_test/50wtf28.mp4;fall;(487.5, 165.88);(492.0, 158.75);(479.5, 159.0);(495.75, 162.0);(461.5, 162.88);(503.5, 216.5);(432.25, 206.5);(508.0, 277.0);(407.0, 258.0);(500.5, 330.0);(389.25, 303.25);(455.25, 311.0);(413.25, 306.75);(438.0, 394.0);(408.75, 393.5);(483.0, 428.0);(451.5, 442.75)
1.17;videos/cuts_test/50wtf28.mp4;fall;(485.5, 171.0);(490.25, 164.0);(477.25, 164.38);(494.5, 167.5);(459.0, 168.5);(502.5, 221.5);(430.75, 212.75);(507.0, 282.0);(406.25, 266.0);(499.0, 334.25);(386.25, 311.0);(452.5, 317.5);(409.75, 312.5);(432.25, 402.5);(395.5, 399.25);(476.5, 426.5);(443.5, 445.5)
1.21;videos/cuts_test/50wtf28.mp4;fall;(484.25, 176.0);(488.5, 168.75);(475.75, 169.12);(492.0, 172.12);(456.5, 173.75);(501.0, 225.62);(429.25, 218.88);(507.25, 286.0);(406.25, 272.5);(498.25, 338.0);(384.25, 315.0);(450.75, 324.0);(406.5, 317.25);(425.25, 414.5);(382.0, 406.5);(468.0, 432.5);(389.0, 446.0)
1.25;videos/cuts_test/50wtf28.mp4;fall;(482.5, 181.0);(486.5, 173.88);(474.0, 174.5);(490.0, 177.0);(454.25, 178.75);(499.5, 229.12);(428.0, 224.25);(506.75, 291.75);(406.5, 279.75);(497.5, 344.25);(382.25, 321.0);(448.0, 330.0);(406.0, 324.5);(420.0, 423.25);(388.5, 418.75);(472.25, 430.5);(438.5, 432.0)
1.29;videos/cuts_test/50wtf28.mp4;fall;(480.0, 187.38);(484.0, 179.62);(471.25, 180.5);(487.5, 182.12);(451.25, 184.75);(497.75, 235.5);(426.25, 231.12);(506.25, 298.0);(407.5, 284.25);(495.75, 352.0);(381.75, 327.75);(444.5, 340.0);(402.0, 333.75);(417.5, 434.5);(374.0, 428.25);(476.0, 432.5);(425.5, 431.0)
1.33;videos/cuts_test/50wtf28.mp4;fall;(478.0, 193.75);(481.5, 186.0);(469.0, 186.75);(482.25, 190.5);(448.25, 191.0);(493.25, 240.5);(423.5, 238.62);(505.25, 303.5);(404.0, 293.75);(496.0, 359.0);(377.25, 336.75);(442.5, 347.25);(399.25, 341.5);(417.75, 438.75);(388.0, 431.75);(473.25, 433.5);(440.0, 435.5)
1.38;videos/cuts_test/50wtf28.mp4;fall;(474.5, 200.12);(479.0, 192.75);(466.0, 193.0);(481.0, 196.38);(444.75, 197.25);(492.0, 248.5);(420.0, 247.62);(505.25, 313.25);(399.0, 306.5);(495.0, 370.5);(374.0, 350.5);(442.5, 358.0);(399.5, 353.5);(413.75, 454.0);(382.0, 451.5);(471.25, 430.5);(443.0, 426.5)
1.42;videos/cuts_test/50wtf28.mp4;fall;(471.5, 207.75);(476.0, 200.62);(463.25, 200.25);(478.0, 204.75);(441.75, 204.75);(488.0, 257.5);(416.0, 256.5);(503.5, 322.0);(397.0, 316.75);(494.75, 379.0);(372.0, 363.0);(442.0, 368.0);(398.5, 364.25);(415.5, 458.75);(366.5, 457.5);(474.0, 432.0);(439.5, 431.0)
1.46;videos/cuts_test/50wtf28.mp4;fall;(467.5, 215.0);(472.5, 208.75);(459.5, 207.25);(474.5, 214.5);(437.75, 211.5);(483.5, 266.75);(412.5, 267.0);(500.75, 331.75);(393.75, 328.5);(493.0, 390.0);(370.75, 379.0);(441.5, 378.0);(397.5, 375.25);(413.5, 464.5);(360.25, 463.75);(468.25, 430.5);(436.5, 439.5)
1.5;videos/cuts_test/50wtf28.mp4;fall;(462.5, 222.5);(467.75, 216.0);(454.0, 214.38);(470.75, 221.75);(432.75, 219.25);(478.75, 273.75);(410.0, 275.5);(495.25, 339.0);(392.75, 337.5);(489.75, 403.0);(370.5, 390.75);(443.5, 383.25);(400.5, 381.25);(409.5, 466.75);(370.0, 467.0);(464.25, 427.0);(435.0, 425.25)
1.54;videos/cuts_test/50wtf28.mp4;fall;(455.5, 228.38);(461.5, 221.25);(447.25, 220.5);(466.75, 225.88);(428.25, 224.5);(476.75, 276.5);(409.0, 281.5);(486.5, 342.0);(391.0, 344.75);(486.5, 405.75);(371.5, 401.0);(447.0, 387.25);(403.25, 384.5);(414.0, 475.5);(363.0, 467.0);(465.5, 427.5);(415.75, 428.5)
1.58;videos/cuts_test/50wtf28.mp4;fall;(450.0, 232.12);(456.25, 224.75);(441.5, 224.0);(462.75, 228.62);(423.0, 227.75);(474.25, 275.5);(408.0, 285.5);(482.0, 341.0);(390.75, 350.0);(482.25, 405.75);(370.5, 409.25);(450.75, 391.25);(406.75, 389.5);(416.75, 479.0);(365.0, 470.0);(470.25, 431.0);(425.5, 432.5)
1.63;videos/cuts_test/50wtf28.mp4;fall;(443.0, 234.25);(450.25, 226.75);(435.0, 226.25);(458.5, 230.5);(420.0, 229.25);(474.0, 272.0);(407.75, 288.5);(486.75, 336.25);(392.75, 354.5);(484.0, 400.5);(372.0, 411.5);(453.25, 390.0);(410.75, 390.5);(414.75, 472.75);(369.0, 466.0);(476.25, 429.0);(446.25, 429.75)
1.67;videos/cuts_test/50wtf28.mp4;fall;(437.5, 233.75);(445.0, 226.62);(429.5, 226.38);(454.75, 231.5);(417.0, 231.5);(473.25, 266.5);(410.0, 291.0);(498.0, 322.0);(396.0, 356.75);(490.25, 387.5);(373.75, 414.25);(455.75, 388.0);(414.25, 389.75);(417.0, 470.5);(371.0, 463.0);(482.25, 428.5);(450.5, 425.5)
1.71;videos/cuts_test/50wtf28.mp4;fall;(431.5, 232.75);(440.0, 225.75);(424.0, 226.12);(453.25, 233.25);(415.25, 234.25);(473.5, 262.0);(414.0, 294.75);(505.25, 310.0);(399.75, 360.5);(495.25, 376.75);(375.5, 416.25);(461.0, 387.75);(420.5, 391.25);(416.5, 466.5);(371.0, 458.75);(483.5, 431.0);(458.0, 427.5)
1.75;videos/cuts_test/50wtf28.mp4;fall;(425.5, 233.5);(434.0, 226.25);(419.0, 228.5);(452.5, 233.62);(415.0, 238.88);(475.75, 259.5);(418.75, 297.25);(513.0, 305.25);(405.0, 365.25);(502.0, 365.25);(379.25, 417.0);(465.0, 387.25);(425.5, 392.0);(413.5, 465.0);(376.5, 459.0);(485.5, 432.25);(463.75, 424.75)
1.79;videos/cuts_test/50wtf28.mp4;fall;(422.5, 236.12);(430.5, 228.25);(417.0, 232.25);(451.5, 234.5);(416.5, 243.75);(477.0, 258.75);(424.5, 298.0);(519.0, 301.25);(412.75, 361.75);(506.0, 359.25);(387.75, 408.75);(468.5, 386.0);(430.25, 391.0);(415.0, 464.5);(379.5, 457.5);(487.0, 433.5);(462.5, 426.75)
1.84;videos/cuts_test/50wtf28.mp4;fall;(421.75, 242.12);(428.25, 233.62);(418.0, 238.38);(451.75, 236.0);(421.5, 247.62);(480.5, 259.0);(433.0, 297.0);(524.0, 300.75);(423.5, 357.5);(509.75, 356.5);(406.75, 392.0);(472.25, 388.5);(436.0, 393.0);(416.0, 463.25);(386.0, 453.0);(488.5, 434.0);(458.5, 427.75)
1.88;videos/cuts_test/50wtf28.mp4;fall;(422.5, 248.88);(428.5, 240.25);(419.75, 244.75);(452.75, 241.5);(426.25, 253.12);(485.0, 261.25);(438.75, 298.5);(529.0, 302.5);(429.5, 357.0);(514.0, 357.0);(416.0, 389.25);(477.0, 392.0);(442.0, 393.75);(419.75, 463.0);(394.0, 442.0);(491.25, 436.5);(420.0, 440.75)
1.92;videos/cuts_test/50wtf28.mp4;fall;(424.75, 256.5);(430.0, 247.75);(422.5, 252.0);(455.5, 247.12);(431.5, 258.0);(490.25, 264.5);(446.0, 301.25);(531.5, 306.0);(437.5, 359.25);(516.0, 362.5);(422.75, 393.0);(480.75, 396.0);(447.0, 396.75);(417.75, 464.75);(393.25, 440.5);(477.5, 440.75);(375.75, 459.0)
1.96;videos/cuts_test/50wtf28.mp4;fall;(429.75, 264.5);(434.0, 256.0);(428.0, 258.75);(458.5, 251.75);(437.25, 260.25);(498.0, 269.0);(452.25, 304.25);(532.5, 316.5);(442.0, 362.75);(515.0, 374.5);(426.75, 397.25);(487.5, 399.25);(453.0, 399.5);(419.5, 465.5);(391.75, 449.0);(452.5, 446.5);(375.0, 455.25)
2.0;videos/cuts_test/50wtf28.mp4;fall;(437.75, 273.5);(440.75, 264.5);(435.0, 268.0);(463.25, 258.25);(443.5, 268.75);(504.75, 274.75);(459.5, 310.0);(533.0, 322.5);(450.0, 366.25);(517.0, 384.25);(431.5, 398.75);(489.75, 404.0);(454.0, 404.5);(421.25, 469.0);(388.0, 455.0);(471.0, 445.0);(395.25, 443.0)
2.04;videos/cuts_test/50wtf28.mp4;fall;(447.0, 282.75);(448.75, 274.0);(444.0, 277.5);(470.0, 264.5);(453.5, 274.75);(515.0, 280.5);(469.75, 312.0);(536.5, 330.75);(459.0, 362.5);(517.0, 395.75);(444.0, 392.75);(490.5, 408.5);(456.5, 408.0);(417.5, 470.5);(379.0, 458.5);(487.5, 445.0);(459.75, 435.5)
2.09;videos/cuts_test/50wtf28.mp4;fall;(459.25, 291.5);(460.5, 282.0);(455.5, 286.25);(481.25, 270.25);(464.25, 282.0);(527.0, 288.5);(477.5, 322.5);(543.0, 339.25);(461.25, 375.5);(515.5, 401.5);(438.25, 405.5);(495.25, 414.5);(459.5, 414.25);(417.0, 471.5);(379.25, 460.0);(473.5, 449.0);(448.0, 439.0)
2.13;videos/cuts_test/50wtf28.mp4;fall;(470.5, 298.5);(473.0, 288.75);(467.25, 293.5);(497.0, 278.25);(476.0, 291.75);(541.0, 295.25);(489.0, 330.0);(552.5, 347.25);(470.25, 381.0);(515.5, 404.0);(450.5, 404.5);(501.5, 419.75);(464.5, 418.0);(417.5, 469.5);(381.0, 456.75);(476.5, 447.25);(451.25, 437.5)
2.17;videos/cuts_test/50wtf28.mp4;fall;(484.5, 304.75);(487.75, 295.0);(481.25, 300.25);(513.5, 284.75);(488.5, 299.0);(556.0, 302.75);(501.0, 338.5);(561.0, 358.5);(481.25, 382.0);(518.0, 408.25);(467.25, 390.5);(505.25, 423.0);(468.5, 421.5);(418.0, 468.0);(383.25, 452.5);(465.25, 447.5);(456.0, 438.25)
2.21;videos/cuts_test/50wtf28.mp4;fall;(502.75, 310.75);(505.25, 301.5);(498.75, 306.0);(526.5, 291.25);(504.25, 303.25);(572.0, 315.0);(515.0, 338.0);(575.0, 368.5);(496.75, 375.5);(528.5, 410.75);(480.25, 382.0);(508.75, 420.5);(472.5, 414.5);(430.0, 465.25);(387.5, 448.5);(483.25, 440.0);(448.25, 434.0)
2.25;videos/cuts_test/50wtf28.mp4;fall;(519.5, 314.75);(523.5, 305.5);(516.0, 309.5);(547.0, 298.0);(523.5, 308.5);(591.0, 330.25);(523.5, 345.0);(591.0, 379.75);(497.25, 382.0);(535.0, 416.25);(484.5, 390.75);(515.0, 424.0);(478.5, 412.25);(444.5, 460.25);(400.5, 436.0);(408.0, 449.75);(389.5, 435.0)
2.29;videos/cuts_test/50wtf28.mp4;fall;(541.5, 320.0);(546.5, 311.5);(539.0, 314.0);(572.0, 307.0);(543.0, 313.25);(607.0, 345.25);(538.5, 347.0);(603.5, 398.0);(509.75, 382.25);(547.0, 419.5);(495.5, 384.5);(520.0, 429.75);(482.5, 415.0);(439.75, 462.0);(401.5, 435.0);(413.0, 442.5);(403.25, 434.25)
2.34;videos/cuts_test/50wtf28.mp4;fall;(570.0, 328.5);(577.5, 319.75);(566.0, 322.5);(601.5, 319.5);(565.5, 325.75);(629.0, 368.5);(553.5, 359.0);(626.5, 423.0);(508.75, 388.0);(562.5, 428.0);(456.0, 407.25);(530.0, 441.75);(495.5, 419.75);(447.5, 456.0);(429.0, 426.75);(402.0, 442.25);(405.0, 422.0)
2.38;videos/cuts_test/50wtf28.mp4;fall;(595.0, 341.0);(604.0, 332.5);(591.0, 334.5);(629.0, 337.0);(591.0, 341.25);(647.0, 394.0);(571.0, 368.5);(638.0, 448.0);(524.0, 392.5);(581.5, 442.5);(509.75, 400.0);(545.5, 447.0);(509.5, 420.75);(447.5, 452.25);(426.25, 425.0);(381.0, 464.75);(377.75, 447.5)
2.42;videos/cuts_test/50wtf28.mp4;fall;(631.5, 357.0);(641.0, 351.0);(627.0, 349.75);(656.0, 359.0);(623.0, 354.0);(654.5, 419.5);(594.5, 375.75);(643.5, 458.0);(548.0, 389.25);(588.0, 459.75);(548.5, 390.25);(541.0, 451.75);(518.5, 416.75);(437.0, 449.0);(433.0, 417.5);(377.0, 467.0);(375.75, 436.5)
2.46;videos/cuts_test/50wtf28.mp4;fall;(665.0, 382.0);(677.5, 379.75);(662.5, 370.75);(687.5, 393.5);(653.0, 372.0);(664.5, 434.25);(626.5, 387.75);(654.0, 460.75);(602.0, 386.5);(592.5, 453.75);(580.0, 392.25);(550.5, 449.5);(535.5, 415.25);(467.5, 440.25);(456.75, 405.25);(457.5, 422.5);(445.75, 407.5)
2.5;videos/cuts_test/50wtf28.mp4;fallen;(697.0, 390.75);(706.0, 396.75);(701.0, 384.25);(705.0, 415.5);(689.5, 383.75);(672.0, 436.0);(648.5, 389.5);(650.0, 465.0);(619.0, 385.0);(593.0, 447.0);(600.0, 393.75);(561.0, 439.5);(552.5, 406.0);(475.5, 430.0);(470.25, 397.25);(464.5, 411.0);(459.75, 399.0)
2.54;videos/cuts_test/50wtf28.mp4;fallen;(718.0, 406.5);(724.0, 416.25);(723.5, 399.25);(713.0, 433.75);(710.0, 397.5);(675.0, 439.25);(662.0, 392.5);(651.5, 462.25);(632.0, 385.75);(602.0, 438.75);(625.5, 393.25);(566.5, 436.0);(563.0, 402.5);(483.5, 431.5);(475.5, 390.5);(472.0, 428.0);(469.5, 416.25)
2.59;videos/cuts_test/50wtf28.mp4;fallen;(717.0, 407.75);(720.0, 418.0);(721.5, 404.75);(710.0, 439.75);(720.0, 415.0);(684.0, 440.5);(672.0, 402.75);(655.5, 460.75);(603.0, 402.5);(607.0, 433.25);(505.75, 411.75);(581.5, 424.25);(584.5, 405.0);(523.5, 424.0);(535.0, 414.75);(456.75, 438.0);(464.5, 437.5)
2.63;videos/cuts_test/50wtf28.mp4;fallen;(739.0, 425.25);(744.0, 433.0);(746.0, 417.5);(732.0, 437.75);(731.0, 406.25);(687.0, 446.25);(683.0, 386.5);(656.0, 460.5);(650.5, 375.5);(619.5, 427.25);(638.0, 381.5);(576.0, 443.5);(572.5, 402.25);(504.25, 455.5);(483.5, 408.75);(458.25, 449.5);(454.0, 428.0)
2.67;videos/cuts_test/50wtf28.mp4;fallen;(743.5, 422.5);(748.0, 430.0);(751.0, 414.0);(738.0, 438.75);(736.0, 405.25);(693.0, 447.5);(688.0, 386.0);(658.5, 459.25);(649.0, 374.5);(626.5, 428.75);(611.0, 397.75);(585.0, 447.0);(585.5, 407.0);(509.25, 467.75);(499.25, 424.75);(450.25, 453.75);(460.0, 432.0)
2.71;videos/cuts_test/50wtf28.mp4;fallen;(745.0, 420.75);(750.0, 427.75);(752.5, 412.25);(741.5, 435.25);(743.0, 403.5);(699.0, 444.0);(694.0, 382.75);(660.5, 457.25);(639.0, 375.0);(630.0, 430.25);(599.5, 391.25);(593.0, 446.25);(593.0, 406.5);(516.0, 472.5);(509.5, 440.5);(464.75, 451.25);(455.5, 428.25)
2.75;videos/cuts_test/50wtf28.mp4;fallen;(745.5, 419.5);(750.5, 425.75);(753.5, 411.5);(743.0, 433.75);(749.0, 404.25);(704.5, 444.0);(701.0, 381.75);(664.5, 457.5);(634.5, 370.75);(631.0, 430.5);(594.5, 389.0);(598.5, 445.25);(598.0, 404.25);(516.0, 474.75);(506.25, 443.25);(466.0, 450.5);(454.0, 426.5)
2.79;videos/cuts_test/50wtf28.mp4;fallen;(747.0, 424.75);(752.0, 430.5);(755.0, 416.75);(744.0, 437.25);(754.5, 409.75);(712.5, 448.25);(708.0, 383.25);(668.0, 459.75);(637.5, 366.0);(631.5, 432.5);(593.5, 387.5);(600.0, 446.75);(598.5, 403.5);(519.0, 473.0);(504.0, 440.0);(469.75, 450.75);(453.5, 431.5)
2.84;videos/cuts_test/50wtf28.mp4;fallen;(750.0, 421.25);(755.0, 426.75);(757.0, 413.0);(746.0, 435.0);(755.0, 408.25);(713.0, 447.5);(711.0, 385.5);(671.0, 461.0);(641.0, 366.0);(635.0, 437.75);(594.0, 385.0);(598.5, 447.0);(598.0, 405.5);(517.5, 470.5);(501.75, 437.5);(460.25, 450.5);(449.25, 435.5)
