time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
4.93;videos\cuts_train\fall01.mp4;fallen;(129.26, 210.82);(131.36, 210.22);(131.06, 204.23);(167.05, 194.96);(128.06, 239.85);(137.96, 211.12);(137.66, 210.22);(127.46, 237.16);(127.16, 239.85);(135.86, 195.55);(136.16, 195.85);(183.25, 197.95);(194.05, 209.62);(164.95, 235.66);(191.95, 209.32);(134.36, 195.55);(133.76, 194.66)
4.97;videos\cuts_train\fall01.mp4;fallen;(128.69, 210.83);(130.79, 210.53);(125.69, 239.81);(167.97, 193.8);(169.77, 192.0);(137.69, 211.13);(137.69, 209.93);(126.29, 237.12);(125.69, 239.81);(135.89, 195.89);(137.39, 195.89);(178.17, 197.98);(194.96, 210.23);(138.59, 210.23);(189.86, 208.74);(134.39, 195.89);(133.79, 194.99)
5.0;videos\cuts_train\fall01.mp4;fallen;(130.22, 210.53);(129.92, 197.98);(123.63, 239.8);(166.51, 193.2);(168.31, 191.41);(137.12, 211.72);(136.52, 212.32);(123.93, 237.41);(123.63, 239.8);(135.32, 196.49);(136.82, 196.78);(174.91, 197.08);(195.9, 209.33);(138.62, 211.12);(139.82, 211.42);(134.42, 196.19);(133.22, 195.29)
5.03;videos\cuts_train\fall01.mp4;fallen;(169.32, 194.26);(129.51, 198.16);(123.23, 239.75);(166.33, 193.37);(168.43, 191.87);(136.4, 212.22);(136.1, 212.22);(123.23, 236.76);(122.93, 239.75);(134.9, 196.96);(154.66, 197.26);(175.61, 197.56);(194.47, 209.83);(189.68, 210.13);(189.08, 209.53);(134.3, 196.36);(132.8, 195.16)
5.07;videos\cuts_train\fall01.mp4;fallen;(169.08, 193.96);(129.48, 198.14);(123.18, 239.67);(166.68, 193.36);(167.58, 192.17);(136.38, 212.48);(136.08, 212.48);(123.18, 237.58);(123.18, 239.67);(135.78, 197.24);(137.58, 197.24);(176.88, 198.14);(193.38, 209.49);(190.68, 209.79);(188.58, 209.2);(134.58, 196.95);(133.68, 196.35)
5.1;videos\cuts_train\fall01.mp4;fallen;(169.24, 194.5);(130.3, 194.8);(123.41, 239.77);(166.84, 193.9);(168.64, 192.4);(136.59, 212.79);(135.39, 212.79);(122.21, 239.77);(122.81, 239.77);(134.49, 197.79);(136.89, 197.79);(178.23, 198.09);(193.2, 209.79);(189.91, 209.79);(188.71, 209.19);(134.79, 197.49);(133.89, 196.9)
5.13;videos\cuts_train\fall01.mp4;fallen;(169.25, 194.87);(129.1, 194.87);(123.7, 239.66);(165.95, 193.98);(167.45, 192.48);(135.69, 212.19);(135.39, 212.49);(123.7, 236.97);(123.7, 237.57);(134.19, 198.46);(135.39, 198.16);(177.64, 197.86);(192.62, 209.8);(137.49, 211.29);(137.79, 211.59);(134.49, 197.86);(134.19, 197.86)
5.17;videos\cuts_train\fall01.mp4;fallen;(167.47, 195.3);(128.87, 195.0);(123.49, 239.52);(165.97, 194.4);(167.17, 192.61);(136.65, 212.93);(135.46, 213.22);(123.49, 237.43);(123.49, 239.52);(133.96, 198.58);(135.16, 198.58);(177.64, 198.88);(192.9, 209.94);(137.25, 211.73);(137.25, 211.73);(134.86, 197.69);(133.96, 197.69)
5.2;videos\cuts_train\fall01.mp4;fallen;(169.43, 194.24);(123.86, 239.6);(123.86, 239.6);(167.63, 194.24);(168.23, 192.45);(136.75, 213.34);(135.55, 213.04);(123.86, 237.51);(123.56, 239.6);(134.65, 198.42);(135.55, 198.42);(178.12, 199.01);(193.41, 209.76);(137.35, 212.14);(188.01, 208.56);(134.95, 197.52);(134.05, 197.22)
5.23;videos\cuts_train\fall01.mp4;fallen;(169.43, 193.79);(125.12, 239.06);(123.92, 239.06);(167.64, 194.09);(168.53, 192.59);(137.1, 212.98);(137.1, 212.68);(124.82, 236.36);(123.92, 239.06);(135.3, 197.99);(137.1, 197.99);(176.92, 197.99);(193.09, 209.68);(190.09, 209.98);(188.59, 208.48);(135.0, 197.69);(133.8, 196.79)
5.27;videos\cuts_train\fall01.mp4;fallen;(168.91, 194.17);(129.66, 197.46);(124.27, 239.55);(167.71, 194.17);(168.31, 192.08);(137.45, 213.28);(137.45, 212.38);(125.16, 236.86);(125.16, 237.46);(135.35, 198.35);(137.15, 198.06);(179.4, 200.14);(193.48, 210.29);(138.95, 211.49);(140.15, 211.49);(135.35, 197.46);(134.45, 197.46)
5.3;videos\cuts_train\fall01.mp4;fallen;(170.59, 194.07);(130.75, 197.96);(124.46, 239.22);(168.5, 194.37);(169.69, 192.58);(137.64, 214.1);(137.64, 213.21);(125.36, 236.53);(125.66, 236.53);(137.34, 197.36);(137.94, 197.36);(180.48, 203.94);(194.26, 210.22);(139.44, 212.31);(140.64, 212.31);(136.15, 197.06);(134.65, 196.16)
